emp_id ,full_name,gender,dob,join_date,Department,job_title,manager_id,location,Status,salary,email,phone,employment_type,last_working_day
500, Jenna Smith ,Male,1975-09-18,2021-07-18,Finance,Software Engineer,50,Remote,Active,-1000.0,maryrios@lamb-walsh.net,433-043-9516x4614,Contract,
500, Jenna Smith ,Male,1975-09-18,2021-07-18,Finance,Software Engineer,50,Remote,Active,-1000.0,maryrios@lamb-walsh.net,433-043-9516x4614,Contract,
501, Tina Greene ,Male,1971-05-04,1991-10-26,  Engineering  ,Finance Analyst,13,Bangalore,Active,-1000.0,fgilbert@gmail.com,(515)489-1499x268,Full-time,
502, Angie Todd ,,1978-05-06,2017-09-21,  Engineering  ,Software Engineer,48, ,,-1000.0,james30@lewis.com,557-405-8681,Intern,2025-04-04
503, Ashley Ross ,Male,1991-07-24,1994-04-16,Operations,Finance Analyst,3,Chennai,Resigned,126287.0,monica63@delacruz.org,028-001-9460x45896,Intern,2012-07-20
504, Taylor Joseph ,Female,1984-10-31,2003-08-11,Operations,Operations Lead,6, ,,,williamharris@hotmail.com,+1-307-132-1607x86224,Full-time,2024-01-08
505, Eric Gomez ,,1975-09-24,2015-06-28,Sales,HR Manager,42,Chennai,Resigned,,edwardmorgan@hotmail.com,(894)464-6204x121,Contract,2016-09-04
506, Dr. Amanda Morris ,Male,1990-11-30,2023-03-27,Operations,Sales Executive,15,Hyderabad,Active,,priceandrew@hunter-dixon.info,8921533359,Contract,
507, Sheryl Nguyen ,Female,1980-02-25,1982-05-31,Engineering,Operations Lead,23,Remote,Active,43482.0,jennifer27@thomas-rodriguez.com,+1-681-677-4488x9271,Full-time,
508, Jesse Pierce ,Male,1987-07-21,2015-10-14,Sales,Finance Analyst,17,Bangalore,,88913.0,yarias@fields.com,(045)395-4645x12076,,2017-09-23
509, Erica Peterson ,Male,1983-12-30,1985-05-22,Finance,Finance Analyst,40,Chennai,Terminated,-1000.0,brownnancy@fitzgerald.com,(483)366-6549x5688,Contract,1986-01-17
510, Tyler Harper ,Female,1977-11-29,2017-01-26,Sales,Operations Lead,23,Bangalore,Terminated,,gcole@randolph-harper.info,893.008.8359,,2019-11-16
511, Brian Roberts ,Female,1984-10-27,2010-04-04,Finance,,41,Remote,Resigned,44328.0,karinasmith@gmail.com,+1-528-198-9684x78036,Intern,2015-08-24
512, Lauren Wright ,Male,1975-12-05,2015-12-06,Engineering,Operations Lead,1, ,,-1000.0,melissathomas@yahoo.com,565.706.4023,Intern,2024-10-30
513, Beth Garcia ,Male,1982-08-03,2020-03-30,Engineering,Finance Analyst,25,Bangalore,Resigned,,combscarrie@knight.net,237.523.6160x18240,Full-time,2023-03-19
514, Melissa Moran ,Male,1980-02-28,2018-08-28,Finance,Software Engineer,1, ,,136389.0,shieldsscott@clarke-robinson.com,(295)856-4477,Contract,2020-11-18
515, Makayla Rodriguez ,Female,1997-01-15,2002-09-07,Engineering,,20, ,,-1000.0,xhanson@peterson.org,901-202-6224,Full-time,2012-09-22
516, Victoria Camacho ,,1991-12-30,2009-02-17,  Engineering  ,Finance Analyst,6,Chennai,Terminated,,jessebecker@thompson.org,040.711.1106,Full-time,2019-05-12
517, Doris Lyons ,Female,1972-01-08,1995-12-13,  Engineering  ,,44,Bangalore,Resigned,70968.0,rachel24@woodward-goodwin.com,575.755.8669x70602,Full-time,2018-08-12
518, Shane Jensen ,,1989-06-06,2000-08-25,HR,Software Engineer,46, ,Terminated,122339.0,jmacdonald@harris.com,001-131-087-2032,Intern,2000-12-25
519, Cole Hayes ,,1995-01-05,2015-03-20,Operations,Software Engineer,38,Bangalore,Resigned,,anthonymiller@cook-foster.com,001-406-878-6294x595,Contract,2022-11-22
520, Shawna Santiago ,Female,1969-08-18,1979-10-19,sales,HR Manager,13,Remote,Active,-1000.0,mdaniels@hotmail.com,485.892.5937x0588,Intern,
521, Heather Byrd ,,1982-11-04,1997-04-08,HR,Finance Analyst,7,Chennai,Active,-1000.0,vbradshaw@hotmail.com,832-233-0320x816,Intern,
522, Angel Soto ,Female,1997-12-08,2008-07-22,  Engineering  ,HR Manager,15,Remote,,84836.0,dustinpage@collins-ray.com,119-114-1014x567,Intern,2011-12-05
523, Rebecca Moore ,Male,1975-06-02,1977-12-30,Finance,,47,Hyderabad,Resigned,-1000.0,james93@yahoo.com,(183)066-6154x45221,Contract,1982-11-19
524, Lisa Moore ,Male,1988-12-15,2023-09-05,  Engineering  ,,50,Bangalore,Resigned,,durhamjoseph@gmail.com,(281)655-1105x931,Contract,2024-02-12
525, Melody Thomas ,Female,1993-11-27,2019-06-24,  Engineering  ,Software Engineer,38, ,Resigned,114133.0,ellen38@hotmail.com,123.470.8955x4893,Intern,2021-10-26
526, Russell Ray ,Female,1974-12-01,1979-02-01,Sales,Software Engineer,19, ,Active,58608.0,jessica12@yahoo.com,484-506-2644x8552,Intern,
527, Joseph Murphy ,Male,1968-10-13,1988-09-27,Engineering,HR Manager,16,Hyderabad,,,,122.660.8982,Contract,2001-02-17
528, Gina Travis ,Male,1981-09-11,2019-02-12,HR,Software Engineer,14, ,,,eddiechapman@johnson.biz,+1-161-889-6290x4618,Intern,2020-03-26
529, Kyle Jones ,,1975-12-06,1997-03-29,Engineering,Sales Executive,38,Remote,,83783.0,ewilliams@arnold.com,+1-648-501-1462x088,Full-time,2022-02-15
530, Alyssa Hernandez ,Female,1977-12-09,1988-02-21,  Engineering  ,Sales Executive,12,Chennai,,-1000.0,thomas37@hunter.com,(188)848-3106x23090,Full-time,2010-06-30
531, Cassandra Martinez ,,1973-06-17,2017-02-17,HR,HR Manager,15, ,Active,-1000.0,ballkevin@yahoo.com,699-058-5027x38236,Full-time,
532, Stacey Lyons ,Male,1986-01-04,2013-01-14,sales,Sales Executive,44,Chennai,,-1000.0,gardnerroberta@gmail.com,301-007-7903,Full-time,2018-01-02
533, Andrew Cunningham ,,1978-11-07,2004-02-26,Operations,HR Manager,25,Remote,,72596.0,amanda40@rollins.com,001-466-575-8225x606,Full-time,2011-12-21
534, James Whitehead ,,1996-09-01,2015-11-04,Sales,HR Manager,11,Hyderabad,,-1000.0,theodorepotts@martinez-berry.com,027.279.8030,,2020-07-05
535, Christina Black ,Female,1968-12-24,2015-06-06,Finance,Finance Analyst,29,Hyderabad,Resigned,41874.0,anthonyzachary@murray.com,092.508.0158x168,Contract,2017-08-17
536, Arthur Mullins ,Male,1985-03-08,2012-02-17,  Engineering  ,Finance Analyst,20,Hyderabad,Active,,prestonmeghan@chavez.com,001-391-940-8369,,
537, Jennifer Smith ,Male,1964-11-09,1970-03-29,  Engineering  ,,42, ,Terminated,,paul97@wood.com,797-273-3604x5388,,1970-08-29
538, David Smith ,Female,1985-12-26,2016-09-11,Finance,,7,Remote,Terminated,75451.0,sabrinaprice@sanchez-valentine.net,001-441-152-3087x6347,Contract,2025-03-02
539, Michael Wilkerson ,Male,1968-05-22,2021-10-25,Operations,Sales Executive,35,Hyderabad,Resigned,,steve22@yahoo.com,594.920.4861,Full-time,2024-10-17
540, Amanda Reed ,Male,1990-04-27,1997-07-29,Sales,,25,Hyderabad,Resigned,,jessicaphillips@yahoo.com,132.887.5952x08437,,2009-06-30
541, Barbara Barber ,Female,1995-11-22,2006-08-29,Engineering,Software Engineer,33,Hyderabad,Active,119091.0,ascott@hines.biz,873.340.3852,Intern,
542, Kristin Stephens ,Female,1999-05-02,2007-10-08,Engineering,Software Engineer,31,Chennai,Active,,ecollins@hotmail.com,188-357-2168x113,Intern,
543, Billy Moyer ,Female,1966-06-22,2012-08-19,Finance,Sales Executive,41,Chennai,Active,-1000.0,lynnhicks@knox-smith.info,(677)255-6838x41537,Full-time,
544, Anna Cole ,Male,1987-06-15,2001-06-09,Finance,Sales Executive,18, ,,,cschroeder@yahoo.com,244-102-3998,Intern,2013-11-19
545, David Yates ,,1971-10-26,1978-08-21,Operations,HR Manager,43,Remote,Terminated,,jessicahamilton@small-butler.org,744.811.0325x7079,Intern,1985-05-17
546, Brian Johnson ,Female,1970-11-21,2013-12-28,sales,Sales Executive,12,Remote,Active,,jacob89@gmail.com,150.317.5632x0446,Intern,
547, Dwayne Chaney ,Male,1994-02-03,1995-01-31,HR,Sales Executive,10, ,Active,,moralesandrew@ramirez.com,(622)242-0278,Contract,
548, Kaitlin Levine ,Female,2002-11-19,2015-06-24,HR,Operations Lead,42, ,,102160.0,jwalsh@johnson.net,+1-019-397-3411x59352,Full-time,2022-11-29
549, Amber Ellison ,Female,1975-07-09,1998-11-18,Engineering,Operations Lead,4,Chennai,Terminated,-1000.0,hallwilliam@hotmail.com,+1-315-513-2167x0464,Full-time,2013-10-22
550, Karen Bruce ,Female,1974-03-28,2004-01-13,  Engineering  ,Finance Analyst,44,Chennai,,-1000.0,clarkaaron@black.biz,4190373532,Contract,2010-06-07
551, Jennifer Hansen ,,1993-08-13,1999-01-23,Operations,Finance Analyst,37, ,Active,,gjackson@hotmail.com,536.740.1131x30059,Full-time,
552, Derrick Weiss ,Male,1983-11-24,1997-09-08,sales,HR Manager,45,Chennai,Terminated,-1000.0,patricia31@gmail.com,(000)890-7678,Full-time,2003-12-21
553, Zachary Santos ,Female,1989-08-12,1999-10-07,  Engineering  ,Sales Executive,15,Bangalore,,-1000.0,zphillips@casey.com,(623)722-2950x1216,Full-time,2016-05-23
554, Timothy Koch ,,1982-04-30,1996-04-11,Finance,Finance Analyst,42, ,Resigned,-1000.0,donna19@hotmail.com,(273)676-7327x0202,Intern,2014-01-12
555, William Smith ,Male,1970-07-16,1994-03-03,Operations,Finance Analyst,9,Remote,Active,,mccarthyholly@hotmail.com,573-089-9783,,
556, Dylan Riley ,Male,1972-02-03,2002-02-01,Engineering,Software Engineer,50,Bangalore,Terminated,,reginaharding@mcfarland.org,001-439-721-2903,Intern,2014-09-13
557, Kelsey Ford ,Male,1973-11-26,1976-09-26,Engineering,,33,Remote,,133019.0,helen81@yahoo.com,(344)308-7770x777,,1990-12-11
558, Christopher Wilkerson ,Female,1973-10-17,1991-12-08,Engineering,Finance Analyst,11,Hyderabad,Resigned,131099.0,bhernandez@yahoo.com,001-643-680-9697x68102,Full-time,1993-04-21
559, Kimberly Terry ,,1999-10-03,2006-01-11,Sales,Operations Lead,35,Bangalore,,-1000.0,allisonreid@douglas-huber.com,(256)380-6974x94535,,2024-04-14
560, Martin David ,,1967-08-07,2020-10-08,Operations,Software Engineer,2,Hyderabad,,-1000.0,allison59@mckinney-pruitt.com,(486)427-0793x68434,Intern,2024-05-13
561, Matthew Perkins ,,1972-07-05,2016-01-02,Engineering,,40,Chennai,,138481.0,ujackson@lee-neal.com,(615)254-3911,,2021-04-04
562, Jonathan Daugherty ,Male,1980-09-01,2011-07-20,Finance,,43,Chennai,Terminated,34256.0,hudsonlindsay@smith.com,9058745054,Full-time,2023-05-22
563, Kimberly Reid ,Female,1983-07-04,2008-07-03,Finance,HR Manager,2,Chennai,Terminated,-1000.0,,011.510.7229,Intern,2016-01-30
564, Samantha Mendoza ,Male,1999-03-27,2025-01-19,sales,Operations Lead,29,Bangalore,Terminated,,uhansen@tucker.com,888.513.1585,Contract,2025-02-28
565, Heather Carter ,Female,1964-10-09,2017-06-12,Sales,Software Engineer,30,Hyderabad,Terminated,81296.0,jpierce@hotmail.com,033.787.1896x8182,Contract,2024-09-14
566, Angela Richardson ,Male,1997-08-11,2002-04-12,Finance,Finance Analyst,25,Chennai,,127101.0,sandersfrederick@thomas.com,891.261.6681x63262,Full-time,2017-09-24
567, Jessica Walker ,Male,1980-02-19,1998-10-18,Sales,,18,Hyderabad,Resigned,143320.0,keithwilliams@gmail.com,+1-347-052-0303x4910,Intern,2009-04-18
568, Deanna Washington ,Male,1984-11-07,1998-08-18,Operations,Software Engineer,43,Bangalore,Resigned,-1000.0,tcook@esparza-collier.com,582.568.8029x66879,Intern,2021-04-21
569, Shelia Pittman ,Male,1992-09-04,1998-10-29,Finance,Operations Lead,19,Chennai,Resigned,-1000.0,timothyhill@gmail.com,+1-244-600-8713x8730,Contract,2014-03-31
570, Jason Moore ,Female,1972-12-18,2010-01-05,sales,Finance Analyst,18,Remote,,-1000.0,carlyyoung@smith.com,729.637.7797,Intern,2025-01-21
571, Sean Stephens ,Male,1967-04-24,1998-02-22,Sales,Sales Executive,18,Remote,Resigned,-1000.0,lynn65@knight.com,213.140.6837x583,Intern,2019-11-10
572, Heather Eaton ,Male,1998-10-17,2006-02-04,Sales,Operations Lead,1, ,Resigned,120247.0,xwilliams@jones.biz,(296)919-0964x151,Intern,2006-04-07
573, Sherry Ruiz ,Male,1969-02-13,1984-11-10,Operations,,25, ,Terminated,131468.0,wongmelinda@hotmail.com,156.409.7898x3535,Full-time,2000-10-06
574, Mark Glenn ,Male,1997-12-20,1998-06-26,Sales,Sales Executive,40, ,Active,-1000.0,summer74@hotmail.com,+1-133-076-0426x6754,,
575, Ashley Sullivan ,Male,1964-06-03,2016-01-24,sales,,8, ,Terminated,139772.0,lindseyashley@hayes.com,448.054.1217,Full-time,2018-09-16
576, Veronica Anderson ,Male,1969-10-25,1996-03-14,Finance,Sales Executive,13,Hyderabad,Active,119449.0,ostephens@jones.com,(234)011-2582,Full-time,
577, Brandon Caldwell ,Female,1968-09-06,1975-10-08,Operations,,26,Chennai,Terminated,,skane@yahoo.com,+1-441-961-4557,Full-time,2017-11-06
578, Maria Hicks ,Female,1969-07-14,1982-08-05,sales,Sales Executive,26,Hyderabad,Resigned,,barneschad@hotmail.com,(053)158-3940x4439,Full-time,1993-04-16
579, Michael Warren ,Female,1965-06-02,2002-03-05,  Engineering  ,Operations Lead,15, ,Resigned,-1000.0,johnpacheco@russell.com,208-187-7071,Intern,2014-11-05
580, Cassandra Walker ,Male,2002-02-05,2003-01-16,Engineering,,32,Chennai,,,stacy82@gmail.com,(572)820-1865x915,,2019-04-04
581, Douglas Nelson ,Male,1993-12-19,1996-01-13,Sales,Sales Executive,11,Chennai,Resigned,126650.0,miguel09@harris.com,466-265-3754,,2017-06-24
582, Ryan Walker ,Female,1974-11-25,2004-07-05,sales,Software Engineer,32,Bangalore,,,ygross@yahoo.com,(162)767-5793,,2007-01-05
583, Susan Gonzales ,,1985-04-09,2022-12-08,Sales,Operations Lead,6,Hyderabad,,99206.0,murillomatthew@hotmail.com,(131)408-6774x09265,Full-time,2024-10-30
584, Joseph Brown ,Male,1968-10-23,1993-08-20,Sales,Operations Lead,6,Hyderabad,,,mjordan@harris.com,559.147.4584x6478,,2016-07-31
585, Kyle Burch ,Male,1977-05-01,2019-07-31,Operations,Operations Lead,18, ,Active,-1000.0,qsheppard@gmail.com,+1-879-325-0048x524,Full-time,
586, Thomas Lucero ,Male,1975-08-20,1983-06-19,Finance,,17,Remote,Resigned,-1000.0,hollyshields@giles.biz,7356154003,,1997-10-29
587, Stephanie Baker ,,1987-07-28,2012-08-08,HR,Operations Lead,25,Hyderabad,Active,-1000.0,tamarasimpson@yahoo.com,615-745-1989,Intern,
588, Erik Peters ,,1976-12-10,2024-12-10,  Engineering  ,Software Engineer,17,Chennai,,51720.0,jenniferhill@yahoo.com,(634)168-8787,,2024-12-31
589, William Cortez ,Female,1972-03-13,1984-03-19,  Engineering  ,,8,Remote,,,hernandezmatthew@lewis-bell.com,+1-641-500-4821x37689,Contract,1997-05-05
590, Elizabeth Kennedy ,Female,2002-02-26,2015-05-07,Operations,Finance Analyst,11,Hyderabad,,-1000.0,sarahbrowning@garcia-rios.com,668-600-8453,Full-time,2019-07-08
591, Jacob Brooks ,,1988-01-19,2007-09-13,Finance,,6, ,Terminated,,wmunoz@burns.com,001-520-814-1610x734,,2016-07-18
592, Andrea Anderson ,,1999-02-20,2018-01-14,sales,Operations Lead,8,Remote,,-1000.0,jim21@hotmail.com,040.145.1812,,2023-10-26
593, Jacob Mitchell ,Male,1987-05-07,2003-09-18,  Engineering  ,Software Engineer,17,Chennai,Resigned,-1000.0,katrinacollins@hansen.com,706-247-7122x4292,Contract,2022-06-23
594, Brandon Munoz ,,1995-07-26,2000-11-18,HR,Software Engineer,10,Hyderabad,,,phowe@good-velasquez.com,9133308577,,2001-12-24
595, Wesley Smith ,Male,1998-06-10,2007-12-31,Finance,Finance Analyst,30,Chennai,Terminated,130170.0,vharmon@hotmail.com,220-458-2717,Intern,2013-06-15
596, Shawn Wilcox ,Male,1994-08-18,2010-01-31,HR,Operations Lead,41,Hyderabad,,128444.0,brockcathy@gordon.com,375.146.0197,,2016-02-22
597, Sharon Lee ,Female,1970-09-19,2005-11-29,Operations,HR Manager,41,Remote,Resigned,-1000.0,reeserandall@hubbard-dawson.com,161.925.7319,Contract,2011-07-23
598, Jennifer Rodriguez ,,1983-09-23,1994-05-19,  Engineering  ,Software Engineer,17,Hyderabad,Active,93070.0,scottbrown@rogers.com,058-157-0068x9156,,
599, Diana Dixon ,,1978-03-27,2014-02-26,Sales,Sales Executive,47,Hyderabad,Terminated,-1000.0,darinmolina@young.com,670-961-6642x31403,Intern,2015-11-22
600, Suzanne Molina ,,1980-12-09,2022-07-15,Engineering,,26,Chennai,Resigned,,jacksonalexandra@hotmail.com,840-820-4201x174,Intern,2023-06-23
601, Daniel Martinez ,Female,1992-10-31,1993-04-21,  Engineering  ,Software Engineer,7,Bangalore,,,nford@sanchez-ortega.biz,569-843-4592,,2009-03-26
602, April Johnson ,Male,1994-06-23,1996-03-23,Finance,HR Manager,30,Bangalore,Resigned,,freynolds@hotmail.com,(649)524-1613x3053,Intern,1999-12-24
603, Mark Anderson ,Male,1968-01-17,1972-10-13,Finance,Finance Analyst,26,Chennai,Active,-1000.0,johnsantiago@rice-jones.com,(822)919-8248x15111,,
604, Elizabeth Sanchez ,,1976-01-13,2021-12-21,sales,Software Engineer,44,Remote,,-1000.0,beckergeorge@hotmail.com,(937)571-0974x8474,,2024-12-26
605, Cheryl Morgan ,Male,1987-10-13,1994-10-29,HR,Sales Executive,24,Chennai,Active,,hogandavid@price-cruz.org,680-890-6414x3627,Contract,
606, Stanley Owens ,Male,1985-02-04,1988-04-21,Engineering,Operations Lead,13,Bangalore,Terminated,-1000.0,richard45@smith.net,+1-874-568-5521x12054,,2003-04-04
607, Phillip Smith ,Female,1965-12-22,1983-10-12,HR,Sales Executive,17,Chennai,,95281.0,nharrington@hotmail.com,+1-997-045-3029,Contract,1990-06-30
608, Raymond Roberts ,Female,1975-08-16,2015-09-14,Operations,Operations Lead,18,Bangalore,Active,129983.0,whitethomas@fox-wilson.com,(096)755-9820x16536,Intern,
609, Michele Blevins ,,1977-05-27,1980-04-17,sales,,21,Bangalore,Active,-1000.0,jessicasteele@lyons.com,(831)425-4731x9690,Full-time,
610, Jennifer Nixon ,Male,1977-01-28,1981-06-28,sales,Software Engineer,48, ,Terminated,,pamela66@owen.com,(919)095-4336,,2012-07-18
611, Christian Edwards ,Female,1970-03-01,1993-02-09,Engineering,Operations Lead,49,Bangalore,,,josephgarcia@wright.com,+1-404-310-9632x774,Intern,2020-06-14
612, Carla Daugherty ,Male,1987-11-27,2005-06-10,sales,Software Engineer,24,Hyderabad,Active,,lsoto@casey.com,+1-858-597-7263,Intern,
613, Lisa Beck ,Male,1967-04-26,2010-08-16,HR,,43,Hyderabad,Active,,karen34@johnson.com,(441)644-9296x42728,Full-time,
614, Jeremy Orozco ,,1979-04-05,1981-10-14,Operations,Software Engineer,36,Remote,Resigned,,kiaraaguilar@carroll.com,001-525-964-8974x9934,Contract,1986-05-21
615, Jimmy Miranda ,Female,1993-09-02,1998-08-28,Finance,Sales Executive,14,Remote,,-1000.0,herreraclifford@merritt.com,293-486-9720x08483,Contract,2021-06-09
616, Cindy Beltran ,,2003-04-07,2024-04-10,Operations,Operations Lead,44,Chennai,Resigned,-1000.0,andrew79@yahoo.com,561-734-0269x248,Contract,2024-12-10
617, Christopher Hodges ,,1975-05-08,2005-06-30,Finance,Software Engineer,10, ,Active,-1000.0,alyssadawson@hotmail.com,188.634.4629x1394,Full-time,
618, Linda Bender ,Female,2002-12-01,2020-10-05,sales,,29,Remote,Terminated,108900.0,fuentesjoshua@yahoo.com,(281)109-4235x25059,,2021-08-29
619, Ashley Phillips ,Male,1977-05-11,1983-08-16,sales,Sales Executive,28,Chennai,Resigned,,cameronjoy@yahoo.com,(661)802-9295,Contract,2002-08-20
620, Karen Thomas ,Male,1978-08-14,1984-10-29,Finance,Finance Analyst,31,Remote,Resigned,-1000.0,christopher17@hunter-summers.com,+1-909-949-1493x3886,Contract,2018-10-01
621, Lindsey Reed ,Female,1979-03-16,2015-02-18,sales,Software Engineer,3,Remote,Resigned,50218.0,danielcole@hotmail.com,5471074652,Full-time,2024-01-30
622, Michael Whitehead ,Male,1976-04-27,1992-07-12,sales,Operations Lead,28,Remote,Resigned,-1000.0,pnewman@yahoo.com,408-341-1644x740,Intern,2012-08-16
623, Courtney Ramos ,Female,1988-09-14,1988-10-16,  Engineering  ,,32,Remote,Active,72339.0,robertbradley@hotmail.com,001-145-981-5290x372,Contract,
624, Lisa Miller ,,1997-05-02,2013-11-21,sales,Operations Lead,28,Chennai,,,jacksonmichael@mills.net,001-973-895-0984x42876,,2017-02-28
625, Debra Anderson ,Male,1997-07-19,2020-08-13,  Engineering  ,,21, ,,33411.0,choward@mclean-neal.com,+1-241-556-2481x22020,Intern,2021-12-11
626, Gregory Santana ,,1980-01-20,1999-10-08,  Engineering  ,Sales Executive,48,Chennai,,51058.0,gcrosby@ortiz.com,193.007.2089x70948,Contract,2008-10-26
627, Eric Smith ,,1967-11-07,2002-09-27,Operations,HR Manager,11,Bangalore,Active,-1000.0,uespinoza@duncan.com,518-176-7406x8949,,
628, James Walsh ,Male,1981-06-28,2024-11-19,Engineering,HR Manager,26,Bangalore,,59152.0,kristinmann@hotmail.com,001-177-485-5777x23617,Intern,2025-01-03
629, Rhonda Wilson ,Male,1978-11-11,2004-07-03,Engineering,Software Engineer,22,Hyderabad,,,zwatson@gmail.com,(150)968-2885,Contract,2025-01-14
630, Lori Matthews ,Female,1995-01-14,2003-03-02,Operations,,45,Bangalore,,,amandabarnett@gmail.com,929-314-4522,,2017-08-09
631, Melinda Williams DDS ,,1967-02-28,2018-11-02,Operations,,14,Hyderabad,Resigned,,pwalters@grimes-stevens.com,+1-907-836-3002x11847,Contract,2019-07-16
632, Steven Perry ,Female,1974-04-16,2004-12-04,Sales,Operations Lead,20,Hyderabad,Terminated,42726.0,matthew59@hotmail.com,+1-772-699-2561,,2015-05-16
633, Christine Dean ,,1967-07-18,2021-05-14,Engineering,Software Engineer,11, ,Terminated,37544.0,robert38@yahoo.com,4080628212,Intern,2023-10-06
634, Sarah Ellis ,,1969-05-25,1976-08-12,HR,Sales Executive,5, ,Active,43681.0,cruzamanda@lopez.info,+1-681-149-1254x3808,,
635, Patricia Oliver ,,1992-09-19,1997-12-11,Sales,,8, ,Resigned,136194.0,cole99@rogers.com,(034)874-1091x2840,Contract,2007-03-22
636, Eric Ballard ,Female,1985-07-17,2006-03-18,  Engineering  ,Sales Executive,20,Remote,,32281.0,xjennings@delacruz-smith.com,3283260256,Intern,2008-01-06
637, Heather Smith ,Female,1974-03-15,1994-12-03,Finance,Sales Executive,29,Remote,Resigned,-1000.0,barbara13@khan.com,492-759-7482,Contract,2003-04-27
638, Margaret Smith ,,1976-04-26,2002-12-03,sales,Finance Analyst,33,Bangalore,Resigned,-1000.0,taylorvalerie@gmail.com,085.425.7177,Contract,2013-08-05
639, Mark Lewis ,Female,1983-05-14,1990-06-12,Sales,Software Engineer,17,Chennai,Active,-1000.0,james32@hotmail.com,+1-075-804-2315x3804,Full-time,
640, Christopher Fields ,Male,1970-05-22,2016-02-17,Operations,Operations Lead,5, ,Active,-1000.0,justin05@hotmail.com,(684)588-2151x390,Contract,
641, Chad Russell ,Female,2001-08-11,2007-09-09,Operations,Sales Executive,14,Chennai,Active,,debbiehines@hotmail.com,8736135138,Contract,
642, Robert Luna ,Male,1984-06-08,2013-08-03,Engineering,HR Manager,40,Bangalore,Terminated,-1000.0,megan09@grant.org,001-243-956-6118x06578,Contract,2019-10-30
643, Heather Rojas ,,2001-04-23,2003-04-11,Sales,Software Engineer,20,Remote,Terminated,,jasonkennedy@yahoo.com,(457)300-3478,Intern,2010-07-30
644, Amanda Martin ,Female,1969-05-13,1971-11-06,Finance,Sales Executive,22,Bangalore,Active,-1000.0,sean08@brown.net,5300829625,,
645, Samantha Cantu ,Male,1976-09-22,2000-12-25,sales,Sales Executive,29,Remote,Resigned,31605.0,masseygary@hotmail.com,(863)749-7704,,2024-06-01
646, Mr. Nicholas Gibson ,Male,1965-02-19,1998-12-25,Operations,,5,Hyderabad,Terminated,,scott59@hotmail.com,+1-146-691-8699x64571,Intern,2018-07-16
647, Jacob Gallagher ,Female,1972-07-04,1980-03-10,Operations,Software Engineer,24,Hyderabad,Active,,,607.425.6896,Full-time,
648, Kevin Phillips ,Male,1966-12-08,2002-10-22,  Engineering  ,Finance Analyst,27,Chennai,,129535.0,jamesturner@jones.com,(188)220-6383x302,,2004-03-02
649, Elizabeth Martinez ,Female,1965-07-20,1987-09-16,Engineering,Operations Lead,4,Bangalore,Active,-1000.0,bryanford@mcmahon-hayes.com,+1-841-966-7777x361,Full-time,
650, Kathleen Sims ,,1969-09-03,1989-01-11,Sales,HR Manager,22,Bangalore,Active,-1000.0,slee@gmail.com,001-728-767-7148x78632,Contract,
651, Diane Washington ,Male,1980-06-27,2004-12-08,sales,Finance Analyst,38,Remote,,-1000.0,jacob57@may.info,001-365-830-0201x48967,Intern,2012-03-23
652, Beth Taylor ,,1989-10-08,1998-03-01,  Engineering  ,,21,Hyderabad,Resigned,-1000.0,,+1-347-593-2979x86164,Full-time,2003-05-15
653, Mr. John Franco PhD ,Male,1975-01-13,1992-02-24,HR,Sales Executive,26,Hyderabad,Terminated,72856.0,erin17@porter.info,(035)801-6694x56272,Contract,1996-11-26
654, Thomas Williams ,Female,1965-11-13,1990-06-20,sales,Software Engineer,28, ,Terminated,114675.0,vangmatthew@wallace-gardner.com,001-891-447-9031x30775,Full-time,2011-10-10
655, John Daniels MD ,Male,1984-06-03,1987-12-19,Operations,HR Manager,34,Remote,Terminated,,santosthomas@hotmail.com,308.058.1977x9554,Full-time,1997-06-14
656, Dwayne Scott ,Female,1971-09-12,1986-11-02,Sales,,7, ,Resigned,-1000.0,billy51@hotmail.com,001-031-116-8118x600,,1998-08-20
657, Jeffrey Olson ,Male,1965-08-16,1966-10-05,sales,Operations Lead,18,Hyderabad,,,robert75@thompson-garrett.com,001-411-023-7930x4745,Full-time,2022-03-20
658, Cynthia Lowery ,Male,1986-10-12,1994-07-15,Engineering,HR Manager,25,Chennai,Resigned,83005.0,brittanyroberts@haley-olsen.com,+1-035-569-4719x4414,Full-time,2009-11-02
659, Joseph Rodriguez ,,1985-02-24,2001-01-30,  Engineering  ,Software Engineer,3,Bangalore,Resigned,,steven13@schmidt.info,951-176-8736x13018,Intern,2004-10-16
660, Carrie Jimenez ,Male,1991-05-06,2013-04-11,Sales,HR Manager,19,Bangalore,Terminated,-1000.0,sherri02@hotmail.com,985-464-9798,,2024-03-03
661, Christina Brown ,,1970-05-29,2024-08-29,sales,HR Manager,26,Hyderabad,Terminated,-1000.0,cardenaskatherine@yahoo.com,315-223-6348x591,Contract,2024-09-18
662, Laura Davis ,Female,1975-07-12,2001-04-23,Sales,Sales Executive,15,Bangalore,Resigned,,cassandra08@blake-gordon.com,488-747-4593x5116,,2022-12-05
663, Mr. William Reed ,Female,1977-09-24,1996-04-14,HR,Operations Lead,14, ,Resigned,69446.0,amy98@gmail.com,234.029.4888,,2017-04-22
664, Omar Andrews ,Male,1964-12-09,1996-12-02,HR,Operations Lead,12,Hyderabad,Terminated,-1000.0,katiealvarado@yahoo.com,220.623.6884x52531,Contract,1997-07-14
